"Seller Gstin","Invoice Number","Invoice Date","Transaction Type","Order Id","Shipment Id","Shipment Date","Order Date","Shipment Item Id","Quantity","Item Description","Asin","Hsn/sac","Sku","Product Tax Code","Bill From City","Bill From State","Bill From Country","Bill From Postal Code","Ship From City","Ship From State","Ship From Country","Ship From Postal Code","Ship To City","Ship To State","Ship To Country","Ship To Postal Code","Invoice Amount","Tax Exclusive Gross","Total Tax Amount","Cgst Rate","Sgst Rate","Utgst Rate","Igst Rate","Compensatory Cess Rate","Principal Amount","Principal Amount Basis","Cgst Tax","Sgst Tax","Igst Tax","Utgst Tax","Compensatory Cess Tax","Shipping Amount","Shipping Amount Basis","Shipping Cgst Tax","Shipping Sgst Tax","Shipping Utgst Tax","Shipping Igst Tax","Shipping Cess Tax Amount","Gift Wrap Amount","Gift Wrap Amount Basis","Gift Wrap Cgst Tax","Gift Wrap Sgst Tax","Gift Wrap Utgst Tax","Gift Wrap Igst Tax","Gift Wrap Compensatory Cess Tax","Item Promo Discount","Item Promo Discount Basis","Item Promo Tax","Shipping Promo Discount","Shipping Promo Discount Basis","Shipping Promo Tax","Gift Wrap Promo Discount","Gift Wrap Promo Discount Basis","Gift Wrap Promo Tax","Tcs Cgst Rate","Tcs Cgst Amount","Tcs Sgst Rate","Tcs Sgst Amount","Tcs Utgst Rate","Tcs Utgst Amount","Tcs Igst Rate","Tcs Igst Amount","Warehouse Id","Fulfillment Channel","Payment Method Code","Credit Note No","Credit Note Date"
"37DFYPG3612C1ZF","IN-11","2021-04-26 08:00:34","Refund","405-1692486-1175510","14497488096039","2021-04-26 12:55:16","2021-04-26 07:30:49","295603915195","1","Rising Sparkle Gold Plated Polyresin Ashtothram Shatanamavali Flowers for Puja and Other Worship Occasions in a Poly Pack  108 Pieces ","B0861GX1DC","7108","AU 2Y8W KU2O","A_GEN_STANDARD","VIZIANAGARAM","ANDHRA PRADESH","IN","535002","VIZIANAGARAM","ANDHRA PRADESH","IN","535002","GUNTUR","ANDHRA PRADESH","IN","522002","-569","-482.2","-86.8","0.09","0.09","0","0","0","569","-482.2","-43.4","-43.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005","-2.41","0.005","-2.41","0","0","0","0","","MFN","COD","CN-2","2021-05-01 20:41:15"
"37DFYPG3612C1ZF","IN-7","2021-04-25 00:30:11","Refund","405-8561373-1037132","14492968789039","2021-04-25 12:42:19","2021-04-25 00:01:03","295521723430","1","Angalee Prosperity Brass Golden Plated gubera Pooja Coin 108","B08LBVP8FH","7106","4H 1GWV EI8T","A_GEN_STANDARD","VIZIANAGARAM","ANDHRA PRADESH","IN","535002","VIZIANAGARAM","ANDHRA PRADESH","IN","535002","KAKINADA","ANDHRA PRADESH","IN","533004","-990","-838.98","-151.02","0.09","0.09","0","0","0","990","-838.98","-75.51","-75.51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005","-4.19","0.005","-4.19","0","0","0","0","","MFN","CC","CN-3","2021-05-02 16:57:32"
"37DFYPG3612C1ZF","IN-5","2021-04-23 13:32:04","Refund","171-0936070-4538735","14488251645039","2021-04-24 12:50:11","2021-04-23 13:05:15","295570831117","4","Loxiaa 52 Ft 8 Strands Artificial Silk Fake Greenery Hanging Vine Plant Leaves Jungle Theme Garland Home Garden Wall Decoration","B08H7SJ26H","6702","0U 020J 2UYI","A_GEN_STANDARD","VIZIANAGARAM","ANDHRA PRADESH","IN","535002","VIZIANAGARAM","ANDHRA PRADESH","IN","535002","SIBSAGAR","ASSAM","IN","785640","-1880","-1593.24","-286.76","0","0","0","0.18","0","1880","-1593.24","0","0","-286.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","-15.92","","MFN","PayStation","CN-4","2021-05-04 12:13:02"
"37DFYPG3612C1ZF","IN-1","2021-04-21 23:04:38","Refund","405-8553520-0715536","14483591839039","2021-04-23 12:37:27","2021-04-21 22:34:57","295273560372","1","Loxiaa 52 Ft 8 Strands Artificial Silk Fake Greenery Hanging Vine Plant Leaves Jungle Theme Garland Home Garden Wall Decoration","B08H7SJ26H","6702","OU 4PWX 4N2E","A_GEN_STANDARD","VIZIANAGARAM","ANDHRA PRADESH","IN","535002","VIZIANAGARAM","ANDHRA PRADESH","IN","535002","IMPHAL","MANIPUR","IN","795001","-470","-398.31","-71.69","0","0","0","0.18","0","470","-398.31","0","0","-71.69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","-3.98","","MFN","COD","CN-5","2021-05-12 01:47:16"
